ROUTE_ID,노선명,순번,NODE_ID,ARS_ID,정류소명,X좌표,Y좌표
100100272,5615,13,116000139,17230,삼부르네상스.효성아파트,126.894635,37.478747
116900012,구로06,13,116900226,17589,경남1차.중앙하이츠아파트,126.863013,37.50536335
104000006,242,13,106000023,07117,면목5동주민센터,127.079633,37.584885
100100522,2016,13,106000146,07241,면목두산아파트4.5단지,127.081028,37.578533
100100508,6300,13,123000561,24769,오금동,127.1320894,37.50668181
104000014,040,13,119000069,20162,상도동중앙하이츠빌.상도전통시장,126.951185,37.49881318
100100248,5012,13,114000125,15228,신정학마을아파트,126.8439634,37.50742085
100100189,2014,13,103000185,04288,성수두산위브아파트,127.0585185,37.53659215
100100077,501,13,119000070,20163,상도동중앙하이츠빌.상도전통시장,126.9517744,37.49868997
100900010,종로03,13,100900117,01682,동대문역2번출구,127.0117218,37.57204945
100900004,종로07,13,100900043,01886,이화사거리,127.0020085,37.57694834
100100292,6512,13,118000001,19001,문래동남성아파트,126.893705,37.511828
100100573,6702,13,113000484,14995,양화대교북단(가상),126.9059337,37.54757215
122000004,N6701,13,113000484,14995,양화대교북단(가상),126.9059337,37.54757215
100100567,6701,13,113000484,14995,양화대교북단(가상),126.9059337,37.54757215
114900003,양천03,13,114900029,15513,목동센트럴2단지,126.8410313,37.51552994
100100099,652,13,115000116,16213,우장산역1번출구,126.8365028,37.549241
100100042,260,13,106000212,07307,능산지하차도,127.100349,37.60108192
100100286,5712,13,116000007,17007,동양미래대학.구로성심병원,126.8679977,37.4996344
100100202,2227,13,106000233,07329,경남아파트.서울특별시북부병원,127.1071131,37.60382609
100100044,262,13,106000073,07167,상봉역4번출구,127.0859397,37.59419727
115900003,강서02,13,115900179,16677,대영마트,126.8511435,37.54059814
100100047,271,13,106000055,07149,동부시장남문입구,127.0782593,37.59077037
100100175,1213,13,105000009,06009,중랑교,127.0676665,37.59175755
100100309,6632,13,115000303,16417,마곡수명산파크5단지6단지,126.82535,37.55131
100100190,2015,13,106000081,07175,면동초등학교,127.08836,37.5848548
106900001,중랑01,13,106000297,07395,중화역입구.대원사약국,127.0777108,37.60125308
115000014,6611,13,115000128,16225,양천향교역.휴먼빌아파트,126.841602,37.569217
118900004,영등포02,13,118000084,19169,영등포구청,126.8963809,37.52541345
100100255,5519,13,120000208,21310,우리슈퍼,126.9393707,37.47228457
100100247,4433,13,122000270,23374,포이사거리.삼호물산,127.045145,37.478451
100100081,506,13,120000108,21210,난우중학교입구,126.9205408,37.46669197
109900011,노원14,13,109000192,10280,창3동염광아트필,127.0423499,37.63449251
100100225,3413,13,124000078,25178,강동아트센터.강동경희대병원,127.1561087,37.55234446
100100178,1221,13,110000347,11448,하계장미아파트상가,127.0688041,37.63407882
124000040,8332,13,124000080,25180,한영중고.한영외고,127.155872,37.548057
100100151,1136,13,110000215,11315,한천초등학교,127.0699692,37.61998609
100100181,1224,13,110000253,11354,중계주공10단지.중계건영3차아파트,127.073627,37.647708
100100147,1131,13,110000283,11384,2001아울렛중계점,127.0676632,37.64168821
100100082,507,13,117000102,18188,독산4동주민센터,126.902037,37.46758
116900018,양천04,13,114000064,15167,오목교역1번출구.대학빌딩,126.873313,37.524957
109900010,노원15,13,110000352,11453,하계시영아파트,127.065452,37.634055
100100597,405,13,121000068,22144,서초3동주민센터,127.0120799,37.48322183
100100303,6625,13,114000075,15178,삼성아파트정문,126.8769041,37.51634952
110900002,노원11,13,110000134,11234,상신교회,127.070768,37.661312
100100273,5616,13,117000114,18200,독산고등학교,126.911502,37.477132
100100263,5528,13,117000129,18215,가산디지털단지역입구,126.886717,37.481437
100100282,5626,13,208000186,57002,안양1번가.안양역,126.9221419,37.39812227
116000006,703,13,219000175,36120,중산마을입구.쌍용아파트.실로암,126.7773395,37.68629276
100100137,1119,13,109000136,10222,쌍문초등학교,127.0256815,37.64697433
100100253,5516,13,120000190,21292,공대입구,126.9498964,37.455364
100100144,1128,13,109000107,10192,방학초등학교,127.034113,37.662595
100100177,1218,13,108000004,09004,수유역.강북구청,127.025327,37.637582
